lob|type|subtype|brand|short_description|MRP|list_price|discount|savings|speciality|size|sizePack|description|image_url|Country of Origin
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Mustard/Rai - Yellow|25.00|17.00|32%|8.00|Vegetarian|100gms|Pouch|Anmol Supreme Mustard/Rai - Yellow||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Fennel/Saunf|60.00|32.00|47%|28.00|Vegetarian|100gms|Pouch|Anmol Supreme Fennel/Saunf||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Fennel/Saunf|30.00|18.00|40%|12.00|Vegetarian|50gms|Pouch|Anmol Supreme Fennel/Saunf||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Rozana Fennel/Saunf|40.00|30.00|25%|10.00|Vegetarian|100gms|Pouch|Anmol Rozana Fennel/Saunf||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Rozana Ajwain - Whole|50.00|40.00|20%|10.00|Vegetarian|100gms|Pouch|Anmol Rozana Ajwain - Whole||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Rozana Black Pepper/Kali Mirch|100.00|70.00|30%|30.00|Vegetarian|100gms|Pouch|Anmol Rozana Black Pepper/Kali Mirch||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Rozana Black Pepper/Kali Mirch|50.00|36.00|28%|14.00|Vegetarian|50gms|Pouch|Anmol Rozana Black Pepper/Kali Mirch||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Black Salt/Kala Namak Powder|25.00|15.00|40%|10.00|Vegetarian|100gms|Pouch|Anmol Supreme Black Salt/Kala Namak Powder||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Ananas Flower/Star Anise|150.00|147.00|3.00|3.00|Vegetarian|100gms|Pouch|Anmol Supreme Ananas Flower/Star Anise||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Ananas Flower/Star Anise|75.00|74.00|1.00|1.00|Vegetarian|50gms|Pouch|Anmol Supreme Ananas Flower/Star Anise||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Saffron/Kesar|350.00|315.00|10%|35.00|Vegetarian|1gm||Anmol Supreme Saffron/Kesar||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cardamom/Elaichi Green|900.00|375.00|58%|525.00|Vegetarian|100gms||Anmol Supreme Cardamom/Elaichi Green||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cardamom/Elaichi Green|450.00|190.00|58%|260.00|Vegetarian|50gms||Anmol Supreme Cardamom/Elaichi Green||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cardamom/Elaichi Green|200.00|86.00|57%|114.00|Vegetarian|20gms||Anmol Supreme Cardamom/Elaichi Green||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Black Salt/Kala Namak Whole|20.00|14.00|30%|6.00|Vegetarian|100gms||Anmol Supreme Black Salt/Kala Namak Whole||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Black Salt/Kala Namak Whole|10.00|8.00|20%|2.00|Vegetarian|50gms||Anmol Supreme Black Salt/Kala Namak Whole||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Dry Copra/Khopra|250.00|225.00|10%|25.00|Vegetarian|500gms||Anmol Supreme Dry Copra/Khopra||India

Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cardamom/Elaichi - Black|250.00|155.00|38%|95.00|Vegetarian|100gms||Anmol Supreme Cardamom/Elaichi - Black||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cardamom/Elaichi - Black|100.00|80.00|20%|20.00|Vegetarian|50gms||Anmol Supreme Cardamom/Elaichi - Black||India
Pantry|Masalas & Spices|Whole Spices|Anmol|Anmol Supreme Cardamom/Elaichi - Black|50.00|38.00|24%|12.00|Vegetarian|20gms||Anmol Supreme Cardamom/Elaichi - Black||India














